Local Authority,SeedCode,School Name,School Type,Teachers (Full Time Equivalent) [Note 1],Pupil roll,Pupil Teacher Ratio,Average class size,Female,Male,P1,P2,P3,P4,P5,P6,P7,S1,S2,S3,S4,S5,S6,Special school pupils,Pupils with an Additional Support Need recorded,Pupils with no Additional Support Needs recorded,Pupils with English as an Additional Language [Note 2],Pupils without English as an Additional Language [Note 2],Pupils taught in Gaelic [Note 3],Pupils with no Gaelic taught [Note 3],White - British [Note 4],White - Other [Note 4],Minority Ethnic [Note 4],Not known/not disclosed [Note 4],P1-P5 pupils registered for free school meals [Note 5],Percentage of P1-P5 pupils registered for free school meals [Note 5],P6-P7/S1-S6/SP pupils registered for free school meals [Note 5],Percentage of P6-P7/S1-S6/SP pupils registered for free school meals [Note 5],SIMD Quintile 1 [Note 6],SIMD Quintile 2 [Note 6],SIMD Quintile 3 [Note 6],SIMD Quintile 4 [Note 6],SIMD Quintile 5 [Note 6],SIMD not availble [Note 6],Urban [Note 7],Small town [Note 7],Rural [Note 7],Urban/rural classification not available [Note 7],Attendance rate (%)[Note 8] [Note 9],Authorised absence rate (%) [Note 8] [Note 9],Unauthorised absence rate (%)[Note 8] [Note 9],Absence due to temporary exclusion rate (%) [Note 8] [Note 9],School's 6-fold urban/rural classification,School's 8-fold urban/rural classification,Denomination of school,,
Aberdeenshire,5256127,Aboyne Primary School,Primary,16.0,234,14.6,23.4,111,123,32,20,31,29,38,49,35,z,z,z,z,z,z,z,104,130,15,219,0,234,206,15,11,C,150,100,9,10.7,0,0,41,71,122,0,0-10%,0-10%,90-100%,0-10%,91.9,5.3,2.8,C,Remote rural areas,Remote rural areas,Non-denominational,,
Aberdeenshire,5232422,Alehousewells Primary School,Primary,8.3,118,14.2,19.7,58,60,23,16,9,15,16,21,18,z,z,z,z,z,z,z,60,58,5,113,0,118,98,10,10,0,79,100,18,46.2,0,46,20,36,16,0,0-10%,80-90%,10-20%,0-10%,89.8,7.8,2.4,C,Accessible small towns,Accessible small towns,Non-denominational,,
Aberdeenshire,5224020,Alford Primary School,Primary,23.0,344,15,26.5,167,177,36,39,50,54,58,54,53,z,z,z,z,z,z,z,127,217,15,329,0,344,288,24,21,11,237,100,10,9.3,5,C,5,152,181,C,0-10%,0-10%,90-100%,0-10%,94.1,4.2,1.6,C,Remote rural areas,Remote rural areas,Non-denominational,,
Aberdeenshire,5251524,Arduthie School,Primary,21.0,403,19.2,26.9,201,202,54,61,49,60,64,54,61,z,z,z,z,z,z,z,140,263,6,397,0,403,363,21,15,C,288,100,7,6.1,0,15,32,149,207,0,70-80%,0-10%,20-30%,0-10%,94.8,3.4,1.8,0.0,Other urban areas,Other urban areas,Non-denominational,,
Aberdeenshire,5224128,Arnage Primary School,Primary,2.7,30,11.1,15,18,12,6,C,C,C,C,C,8,z,z,z,z,z,z,z,8,22,0,30,0,30,29,C,C,0,19,100,C,C,0,0,C,25,C,0,0-10%,0-10%,90-100%,0-10%,91.4,7.2,1.4,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5249821,Auchenblae Primary School,Primary,5.8,87,15,21.8,49,38,8,9,11,11,17,15,16,z,z,z,z,z,z,z,29,58,0,87,0,87,81,C,C,C,56,100,C,C,0,0,C,83,C,0,0-10%,0-10%,90-100%,0-10%,93.1,4.1,2.7,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5215420,Auchnagatt Primary,Primary,4.2,68,16.1,22.7,28,40,9,7,8,13,11,15,5,z,z,z,z,z,z,z,39,29,0,68,0,68,61,6,0,C,48,100,C,C,0,0,10,57,C,C,0-10%,0-10%,90-100%,0-10%,93.5,5.1,1.4,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5225922,Auchterellon Primary School,Primary,19.9,344,17.3,26.5,154,190,48,48,51,50,35,52,60,z,z,z,z,z,z,z,157,187,10,334,0,344,302,22,19,C,232,100,9,8,0,0,88,68,188,0,80-90%,0-10%,10-20%,0-10%,94.8,3.9,1.3,0.0,Other urban areas,Other urban areas,Non-denominational,,
Aberdeenshire,5215528,Auchterless Primary School,Primary,4.7,59,12.6,19.7,23,36,9,C,7,C,6,19,9,z,z,z,z,z,z,z,36,23,C,C,0,59,53,C,C,C,31,100,C,C,0,0,22,37,0,0,0-10%,0-10%,90-100%,0-10%,95.0,4.0,1.0,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5256224,Ballater Primary School,Primary,4.2,69,16.4,23,38,31,8,8,11,9,15,7,11,z,z,z,z,z,z,z,38,31,0,69,0,69,64,C,C,0,51,100,0,0,0,0,C,41,26,C,0-10%,0-10%,90-100%,0-10%,93.6,5.3,1.1,C,Remote rural areas,Very Remote Rural,Non-denominational,,
Aberdeenshire,5224225,Balmedie Primary School,Primary,19.4,379,19.5,25.3,180,199,40,55,59,65,54,59,47,z,z,z,z,z,z,z,172,207,12,367,0,379,307,42,28,C,273,100,17,16,C,C,41,142,194,0,0-10%,0-10%,90-100%,0-10%,95.0,3.7,1.3,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5257824,Banchory Primary School,Primary,21.5,423,19.7,26.4,213,210,48,68,60,60,59,66,62,z,z,z,z,z,z,z,227,196,15,408,0,423,341,41,35,6,295,100,12,9.4,0,0,C,107,315,C,0-10%,60-70%,30-40%,0-10%,95.2,3.9,0.9,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
Aberdeenshire,5249023,Banchory-Devenick School,Primary,2.8,35,12.5,17.5,15,20,9,C,C,11,C,C,C,z,z,z,z,z,z,z,16,19,0,35,0,35,31,C,C,0,27,100,0,0,0,C,C,23,6,0,30-40%,0-10%,60-70%,0-10%,95.0,3.8,1.2,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5212324,Banff Primary School,Primary,22.1,287,13,20.5,143,144,36,32,55,44,28,47,45,z,z,z,z,z,z,z,204,83,33,254,0,287,225,40,18,C,195,100,35,38,C,105,180,C,0,0,0-10%,70-80%,20-30%,0-10%,91.4,4.6,3.9,C,Remote small towns,Remote small towns,Non-denominational,,
Aberdeenshire,5224322,Barthol Chapel Primary School,Primary,2.8,29,10.4,14.5,10,19,7,C,C,C,C,8,C,z,z,z,z,z,z,z,13,16,0,29,0,29,27,C,0,C,19,100,0,0,0,0,C,26,C,0,0-10%,0-10%,90-100%,0-10%,95.2,4.4,0.5,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5249120,Bervie Primary School,Primary,11.8,214,18.1,26.8,99,115,23,19,33,41,27,41,30,z,z,z,z,z,z,z,89,125,C,C,0,214,196,10,8,0,143,100,7,9.9,0,0,63,100,51,0,0-10%,0-10%,90-100%,0-10%,94.9,3.7,1.4,C,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5215625,Boddam Primary School,Primary,5.5,94,17.1,23.5,52,42,16,11,18,13,7,15,14,z,z,z,z,z,z,z,32,62,6,88,0,94,79,10,5,0,65,100,8,27.6,C,33,56,C,0,0,0-10%,0-10%,90-100%,0-10%,94.4,3.6,2.0,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5212421,Bracoden Primary School,Primary,3.9,36,9.2,18,15,21,10,6,6,7,C,5,C,z,z,z,z,z,z,z,C,C,0,36,0,36,33,0,C,C,29,100,C,C,0,0,36,0,0,0,0-10%,0-10%,90-100%,0-10%,94.5,4.0,1.5,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5256429,Braemar School,Primary,3.1,30,9.6,15,15,15,C,C,C,C,7,C,7,z,z,z,z,z,z,z,12,18,0,30,0,30,25,C,C,0,21,100,C,C,0,0,C,C,28,0,0-10%,0-10%,90-100%,0-10%,93.0,6.0,1.0,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Aberdeenshire,5215927,Buchanhaven Primary School,Primary,24.1,431,17.9,28.7,213,218,53,58,69,64,59,64,64,z,z,z,z,z,z,z,265,166,64,367,0,431,321,86,24,0,303,100,38,29.7,114,119,31,137,30,0,80-90%,0-10%,10-20%,0-10%,91.6,5.5,2.9,C,Other urban areas,Other urban areas,Non-denominational,,
Aberdeenshire,5216028,Burnhaven Primary School,Primary,3.3,28,8.5,14,17,11,C,C,C,C,6,7,5,z,z,z,z,z,z,z,18,10,0,28,0,28,19,C,5,C,16,100,C,C,C,C,C,12,9,0,80-90%,0-10%,10-20%,0-10%,92.4,5.3,2.3,0.0,Other urban areas,Other urban areas,Non-denominational,,
Aberdeenshire,5224527,Cairney Primary School,Primary,2.0,23,11.5,23,13,10,5,C,C,5,C,C,C,z,z,z,z,z,z,z,6,17,0,23,0,23,18,C,C,0,18,100,C,C,0,C,21,C,0,C,0-10%,10-20%,80-90%,0-10%,95.5,4.3,0.2,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Aberdeenshire,5249325,Catterline Primary School,Primary,3.2,47,14.7,15.7,28,19,7,C,6,13,5,9,C,z,z,z,z,z,z,z,19,28,0,47,0,47,43,C,0,C,34,100,C,C,0,0,C,42,C,0,10-20%,0-10%,80-90%,0-10%,96.3,2.9,0.9,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5224721,Chapel of Garioch,Primary,3.1,30,9.7,15,16,14,5,5,C,6,C,5,C,z,z,z,z,z,z,z,6,24,C,C,0,30,27,C,0,C,22,100,C,C,0,0,C,C,25,0,0-10%,0-10%,90-100%,0-10%,95.7,3.0,1.2,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5218624,Clerkhill Primary School,Primary,22.2,427,19.2,26.7,204,223,63,48,62,55,68,69,62,z,z,z,z,z,z,z,259,168,52,375,0,427,355,50,16,6,296,100,19,14.5,C,150,87,120,67,C,80-90%,0-10%,10-20%,0-10%,93.1,5.0,1.9,C,Other urban areas,Other urban areas,Non-denominational,,
Aberdeenshire,5224926,Cluny School,Primary,6.1,91,14.9,22.8,39,52,22,13,8,13,10,11,14,z,z,z,z,z,z,z,35,56,0,91,0,91,84,C,C,C,66,100,C,C,0,0,0,7,84,0,0-10%,0-10%,90-100%,0-10%,95.4,3.5,1.1,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5225221,Craigievar School,Primary,3.0,39,13,19.5,17,22,5,8,5,9,C,C,6,z,z,z,z,z,z,z,18,21,C,C,0,39,36,C,C,0,31,100,C,C,0,0,0,37,C,C,0-10%,0-10%,90-100%,0-10%,95.3,4.4,0.3,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Aberdeenshire,5249422,Crathes Primary School,Primary,3.0,44,14.9,22,27,17,13,5,C,6,9,6,C,z,z,z,z,z,z,z,15,29,C,C,0,44,42,C,C,0,36,100,0,0,0,0,0,C,43,C,0-10%,0-10%,90-100%,0-10%,95.8,3.0,1.2,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5256623,Crathie Primary School,Primary,1.9,12,6.3,12,5,7,C,0,C,C,5,C,0,z,z,z,z,z,z,z,C,C,0,12,0,12,12,0,0,0,11,100,0,0,0,0,C,9,C,0,0-10%,0-10%,90-100%,0-10%,95.5,1.3,3.2,0.0,Remote rural areas,Very Remote Rural,Non-denominational,,
Aberdeenshire,5216125,Crimond School,Primary,5.6,83,14.8,20.8,44,39,13,9,6,15,8,16,16,z,z,z,z,z,z,z,55,28,C,C,0,83,73,10,0,0,51,100,8,25,0,67,14,C,0,C,0-10%,0-10%,90-100%,0-10%,92.2,5.9,1.9,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5232627,Crombie Primary School,Primary,19.4,327,16.9,23.4,161,166,44,45,41,40,48,67,42,z,z,z,z,z,z,z,129,198,13,314,0,327,275,15,37,0,218,100,C,C,0,0,0,103,223,C,70-80%,0-10%,20-30%,0-10%,94.5,4.3,1.2,C,Other urban areas,Other urban areas,Non-denominational,,
Aberdeenshire,5216222,Crudie Primary School,Primary,3.1,34,11,17,14,20,C,C,5,7,C,6,C,z,z,z,z,z,z,z,21,13,0,34,0,34,32,C,C,0,24,100,C,C,0,0,33,C,0,C,0-10%,0-10%,90-100%,0-10%,94.1,4.7,1.2,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5225329,Cultercullen Primary School,Primary,3.8,50,13.2,16.7,27,23,8,6,6,9,6,7,8,z,z,z,z,z,z,z,27,23,C,C,0,50,48,C,C,0,35,100,0,0,0,0,0,37,13,0,0-10%,0-10%,90-100%,0-10%,96.8,3.0,0.3,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5221927,Dales Park Primary School,Primary,23.0,342,14.9,24.4,183,159,51,58,53,58,50,30,42,z,z,z,z,z,z,z,181,161,26,316,0,342,309,28,C,C,270,100,17,23.6,5,20,83,228,5,C,40-50%,0-10%,50-60%,0-10%,92.3,5.1,2.5,0.1,Other urban areas,Other urban areas,Non-denominational,,
Aberdeenshire,5225426,Daviot Primary School,Primary,5.4,82,15.2,20.5,43,39,13,6,16,8,13,10,16,z,z,z,z,z,z,z,42,40,C,C,0,82,77,5,0,0,56,100,0,0,0,0,0,20,62,0,0-10%,0-10%,90-100%,0-10%,92.9,5.7,1.5,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5225523,Drumblade Primary School,Primary,4.0,50,12.5,16.7,26,24,6,7,6,6,9,10,6,z,z,z,z,z,z,z,22,28,C,C,0,50,46,C,0,C,34,100,C,C,0,C,15,31,C,0,0-10%,0-10%,90-100%,0-10%,95.0,4.2,0.8,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Aberdeenshire,5256720,Drumoak Primary School,Primary,8.4,131,15.7,21.8,61,70,21,21,13,24,19,12,21,z,z,z,z,z,z,z,49,82,C,C,0,131,118,5,8,0,98,100,C,C,0,0,0,122,9,0,0-10%,0-10%,90-100%,0-10%,93.7,4.7,1.6,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5225620,Dunecht School,Primary,4.1,53,12.9,17.7,25,28,7,8,10,5,6,7,10,z,z,z,z,z,z,z,9,44,0,53,0,53,51,C,C,0,36,100,C,C,0,0,0,5,48,0,0-10%,0-10%,90-100%,0-10%,95.3,4.0,0.7,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5249627,Dunnottar Primary School,Primary,8.4,141,16.8,23.5,67,74,16,15,16,17,29,19,29,z,z,z,z,z,z,z,68,73,5,136,0,141,117,11,11,C,93,100,6,12.5,0,C,18,60,59,C,70-80%,0-10%,20-30%,0-10%,93.3,4.4,2.3,C,Other urban areas,Other urban areas,Non-denominational,,
Aberdeenshire,5251729,Durris Primary School,Primary,4.2,54,12.9,18,24,30,8,7,10,9,5,8,7,z,z,z,z,z,z,z,27,27,C,C,0,54,45,5,C,C,39,100,C,C,0,0,0,53,C,C,0-10%,0-10%,90-100%,0-10%,95.4,3.4,1.3,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5225728,Echt School,Primary,4.2,51,12.1,17,28,23,5,10,13,11,C,C,5,z,z,z,z,z,z,z,14,37,C,C,0,51,42,6,C,C,43,100,C,C,0,0,0,50,C,C,0-10%,0-10%,90-100%,0-10%,96.3,3.0,0.7,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5225825,Ellon Primary School,Primary,26.4,299,11.3,19.9,130,169,49,44,48,40,43,41,34,z,z,z,z,z,z,z,106,193,10,289,0,299,264,11,15,9,224,100,15,20,C,C,74,41,179,0,80-90%,0-10%,10-20%,0-10%,92.8,4.7,2.4,C,Other urban areas,Other urban areas,Non-denominational,,
Aberdeenshire,5233224,Elrick Primary School,Primary,18.1,331,18.3,25.5,164,167,45,44,56,36,53,49,48,z,z,z,z,z,z,z,121,210,18,313,0,331,280,22,27,C,234,100,C,C,0,0,0,101,230,0,90-100%,0-10%,0-10%,0-10%,94.6,4.2,1.2,C,Other urban areas,Other urban areas,Non-denominational,,
Aberdeenshire,5216427,Fetterangus Primary School,Primary,3.1,48,15.5,24,25,23,8,C,C,10,7,6,8,z,z,z,z,z,z,z,20,28,0,48,0,48,47,C,C,0,34,100,C,C,0,0,C,46,0,C,0-10%,0-10%,90-100%,0-10%,94.9,2.9,2.2,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5249724,Fettercairn Primary School,Primary,5.8,87,15,21.8,35,52,17,10,7,17,12,11,13,z,z,z,z,z,z,z,15,72,0,87,0,87,80,C,C,C,63,100,C,C,0,0,8,73,6,0,0-10%,0-10%,90-100%,0-10%,94.2,4.5,1.4,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5216524,Fintry Primary School,Primary,2.2,18,8.2,18,8,10,C,C,C,C,C,C,5,z,z,z,z,z,z,z,14,C,0,18,0,18,16,C,0,C,11,100,C,C,0,0,6,12,0,0,0-10%,10-20%,80-90%,0-10%,93.3,6.6,C,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Aberdeenshire,5256828,Finzean Primary School,Primary,2.6,30,11.5,15,14,16,C,C,7,C,7,C,C,z,z,z,z,z,z,z,20,10,0,30,0,30,28,C,C,0,26,100,0,0,0,0,0,27,C,C,0-10%,0-10%,90-100%,0-10%,92.8,5.8,1.4,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Aberdeenshire,5257921,Fishermoss School,Primary,14.4,259,18,25.9,139,120,25,31,46,47,43,28,39,z,z,z,z,z,z,z,85,174,20,239,0,259,204,30,24,C,192,100,5,7.5,0,C,6,40,211,C,0-10%,80-90%,10-20%,0-10%,93.8,4.3,2.0,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
Aberdeenshire,5212626,Fordyce Primary School,Primary,2.9,38,13,19,20,18,C,C,6,C,8,C,11,z,z,z,z,z,z,z,30,8,0,38,0,38,35,C,0,C,24,100,0,0,0,8,21,9,0,0,0-10%,0-10%,90-100%,0-10%,95.0,4.1,0.9,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Aberdeenshire,5226120,Forgue Primary,Primary,1.8,15,8.3,15,7,8,C,C,C,C,C,0,C,z,z,z,z,z,z,z,C,C,0,15,0,15,15,0,0,0,13,100,C,C,0,C,14,0,0,C,0-10%,0-10%,90-100%,0-10%,96.2,2.9,0.9,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Aberdeenshire,5226228,Foveran Primary School,Primary,4.4,52,11.9,17.3,23,29,C,10,11,8,7,8,C,z,z,z,z,z,z,z,11,41,C,C,0,52,44,C,C,C,41,100,0,0,0,0,C,49,0,C,0-10%,0-10%,90-100%,0-10%,95.0,4.1,0.9,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5216923,Fraserburgh North Primary School,Primary,7.6,92,12.1,18.4,44,48,8,12,14,11,18,13,16,z,z,z,z,z,z,z,73,19,29,63,0,92,61,26,C,C,63,100,20,69,54,26,12,0,0,0,80-90%,0-10%,10-20%,0-10%,88.5,8.1,3.1,0.3,Other urban areas,Other urban areas,Non-denominational,,
Aberdeenshire,5217024,Fraserburgh South Park School,Primary,18.5,382,20.7,27.3,173,209,53,58,57,51,50,49,64,z,z,z,z,z,z,z,208,174,35,347,0,382,336,38,8,0,269,100,13,11.5,11,48,117,113,93,0,70-80%,0-10%,20-30%,0-10%,93.7,4.5,1.8,0.0,Other urban areas,Other urban areas,Non-denominational,,
Aberdeenshire,5219922,Fyvie School,Primary,6.8,104,15.3,20.8,48,56,7,12,16,16,15,17,21,z,z,z,z,z,z,z,52,52,C,C,0,104,92,6,C,C,66,100,C,C,0,C,88,15,0,C,0-10%,0-10%,90-100%,0-10%,93.2,5.2,1.6,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5226422,Glass Primary School,Primary,1.7,12,7.1,12,7,5,C,C,C,C,C,C,0,z,z,z,z,z,z,z,C,C,0,12,0,12,12,0,0,0,11,100,C,C,0,C,10,C,0,0,0-10%,0-10%,90-100%,0-10%,95.9,2.4,1.6,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Aberdeenshire,5249929,Glenbervie Primary School,Primary,4.4,58,13.2,19.3,31,27,C,C,6,9,12,7,14,z,z,z,z,z,z,z,25,33,0,58,0,58,55,C,C,C,37,100,C,C,0,0,0,55,C,C,0-10%,0-10%,90-100%,0-10%,93.4,5.6,1.0,C,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5226724,Gordon Primary School,Primary,25.3,364,14.4,26,192,172,56,49,51,44,50,52,62,z,z,z,z,z,z,z,193,171,9,355,0,364,339,15,8,C,250,100,19,16.7,0,94,149,72,49,0,0-10%,80-90%,10-20%,0-10%,92.7,6.0,1.3,0.0,Remote small towns,Remote small towns,Non-denominational,,
Aberdeenshire,5250021,Gourdon Primary School,Primary,4.2,68,16.2,22.7,31,37,10,9,8,6,15,6,14,z,z,z,z,z,z,z,34,34,0,68,0,68,67,0,C,C,48,100,0,0,0,0,6,58,C,C,0-10%,0-10%,90-100%,0-10%,96.2,2.7,1.1,C,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5217229,Hatton (Cruden) Primary School,Primary,6.5,89,13.6,22.3,41,48,10,10,13,15,9,16,16,z,z,z,z,z,z,z,57,32,C,C,0,89,82,C,C,0,57,100,5,15.6,0,0,35,54,0,0,0-10%,0-10%,90-100%,0-10%,92.9,5.8,1.3,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5226627,Hatton (Fintray) Primary School,Primary,2.5,31,12.4,15.5,13,18,C,C,C,C,6,C,9,z,z,z,z,z,z,z,15,16,C,C,0,31,27,C,C,C,19,100,C,C,0,0,0,31,0,0,0-10%,0-10%,90-100%,0-10%,95.9,2.4,1.7,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5250820,Hill of Banchory School,Primary,19.9,364,18.3,26,188,176,45,54,47,52,56,55,55,z,z,z,z,z,z,z,126,238,10,354,0,364,304,28,30,C,254,100,14,12.7,0,C,0,165,196,C,0-10%,70-80%,20-30%,0-10%,95.4,3.3,1.3,C,Accessible small towns,Accessible small towns,Non-denominational,,
Aberdeenshire,1003607,Hillside Primary School,Primary,24.8,473,19.1,26.3,215,258,45,57,67,70,80,85,69,z,z,z,z,z,z,z,224,249,32,441,0,473,347,26,95,5,319,100,7,4.5,0,0,C,129,343,C,0-10%,50-60%,40-50%,0-10%,95.2,3.3,1.5,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
Aberdeenshire,5231523,Insch Primary School,Primary,17.7,313,17.7,26.1,151,162,34,38,47,53,50,47,44,z,z,z,z,z,z,z,89,224,9,304,0,313,297,6,10,0,222,100,13,14.3,0,0,6,289,18,0,0-10%,0-10%,90-100%,0-10%,94.4,4.0,1.6,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5217326,Inverallochy School,Primary,7.8,127,16.3,21.2,59,68,21,15,23,23,12,18,15,z,z,z,z,z,z,z,39,88,C,C,0,127,123,C,C,0,94,100,C,C,C,C,122,C,0,0,0-10%,0-10%,90-100%,0-10%,94.3,3.4,2.3,C,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5250129,Johnshaven Primary School,Primary,3.2,33,10.3,16.5,18,15,6,C,7,C,7,C,5,z,z,z,z,z,z,z,22,11,C,C,0,33,30,C,C,0,25,100,C,C,0,0,31,C,0,C,0-10%,0-10%,90-100%,0-10%,92.7,5.7,1.6,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5226929,Keig School,Primary,2.9,43,14.8,21.5,23,20,10,C,8,9,8,C,C,z,z,z,z,z,z,z,11,32,0,43,0,43,40,C,C,0,38,100,C,C,0,0,0,20,23,0,0-10%,0-10%,90-100%,0-10%,94.8,4.9,0.3,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Aberdeenshire,5227127,Keithhall Primary School,Primary,3.2,35,10.9,17.5,13,22,C,7,6,C,C,C,7,z,z,z,z,z,z,z,6,29,0,35,0,35,28,C,0,C,24,100,0,0,0,C,0,32,C,0,0-10%,0-10%,90-100%,0-10%,95.3,2.7,2.0,C,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5232228,Kellands Primary School,Primary,22.4,381,17,23.8,178,203,44,50,57,50,57,58,65,z,z,z,z,z,z,z,205,176,28,353,0,381,329,19,27,6,258,100,24,19.5,0,90,10,194,87,0,60-70%,0-10%,20-30%,0-10%,93.1,5.8,1.1,0.1,Other urban areas,Other urban areas,Non-denominational,,
Aberdeenshire,5230721,Kemnay Primary School,Primary,12.2,214,17.5,26.8,126,88,29,27,36,32,31,33,26,z,z,z,z,z,z,z,81,133,7,207,0,214,180,19,15,0,155,100,5,8.5,0,11,13,78,112,0,0-10%,60-70%,30-40%,0-10%,94.6,4.4,1.0,C,Accessible small towns,Accessible small towns,Non-denominational,,
Aberdeenshire,5227224,Kennethmont Primary School,Primary,3.9,63,16.4,21,27,36,7,9,12,7,10,8,10,z,z,z,z,z,z,z,30,33,0,63,0,63,62,C,C,0,45,100,C,C,0,0,13,46,C,C,0-10%,0-10%,90-100%,0-10%,95.7,3.7,0.7,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Aberdeenshire,5256925,Kincardine O&apos;Neil Primary School,Primary,3.7,30,8.1,15,12,18,C,C,7,C,8,C,C,z,z,z,z,z,z,z,11,19,0,30,0,30,27,0,0,C,24,100,0,0,0,0,0,27,C,C,0-10%,0-10%,90-100%,0-10%,91.2,7.5,1.3,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Aberdeenshire,5232325,Kinellar Primary School,Primary,19.0,331,17.4,23.6,147,184,32,43,41,66,49,46,54,z,z,z,z,z,z,z,108,223,C,C,0,331,261,26,34,10,231,100,5,5,0,C,C,129,198,0,0-10%,80-90%,10-20%,0-10%,94.2,3.6,2.2,C,Accessible small towns,Accessible small towns,Non-denominational,,
Aberdeenshire,5217423,King Edward Primary School,Primary,2.1,16,7.6,16,C,C,C,C,C,5,C,C,C,z,z,z,z,z,z,z,11,5,0,16,0,16,16,0,0,0,14,100,0,0,0,0,16,0,0,0,0-10%,10-20%,80-90%,0-10%,93.6,4.9,1.6,0.0,Remote rural areas,Remote rural areas,Non-denominational,,
Aberdeenshire,5217520,Kininmonth Primary School,Primary,2.8,24,8.6,12,14,10,C,C,C,C,C,5,6,z,z,z,z,z,z,z,11,13,0,24,0,24,20,C,C,0,13,100,C,C,0,0,21,C,0,C,0-10%,0-10%,90-100%,0-10%,96.3,3.0,0.7,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
Aberdeenshire,5231922,Kintore Primary School,Primary,21.1,355,16.8,27.3,179,176,28,56,58,48,49,45,71,z,z,z,z,z,z,z,125,230,17,338,0,355,322,18,15,0,239,100,8,6.9,0,5,C,100,246,C,0-10%,80-90%,10-20%,0-10%,95.0,3.9,1.1,0.0,Accessible small towns,Accessible small towns,Non-denominational,,
Aberdeenshire,5210020,Lairhillock Primary School,Primary,8.2,120,14.6,20,60,60,17,15,22,18,18,17,13,z,z,z,z,z,z,z,40,80,C,C,0,120,102,5,13,0,90,100,0,0,C,0,0,81,38,C,0-10%,0-10%,80-90%,0-10%,95.4,3.3,1.4,0.0,Accessible rural areas,Accessible rural areas,Non-denominational,,
