School_Number,School_Name,LA_Code,Local_Authority,Sector,Governance,WM_Code,Welsh_Medium_Type,School_Type,Religious_Character,Address1,Address2,Address3,Address4,Postcode,Phone_Number,Pupils,fsm_3yr_pct,pupil_teacher_ratio,attendance_pct,school_budget_per_pupil,capped9_points,literacy_points,numeracy_points,science_points,welsh_bacc_points,estyn_report_url
6777011,Pen-y-Cwm Special School,677,Blaenau Gwent,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Strand Annealing Lane,Ebbw Vale,Blaenau Gwent,,NP23 6AN,01495357758,168,,,,,,,,,,
6777012,The River Centre 3-16 Learning Community,677,Blaenau Gwent,Special,Not Applicable,0 ,Not available,Special (without post-16 provision),---,Pontygof,,Ebbw Vale,Blaenau Gwent,NP23 6EH,01495357714,56,,,,,,,,,,
6782203,Llanyrafon Primary School,678,Torfaen,Primary,Community,EM,English medium,Infants & Juniors,---,Llanyrafon Way,Llanyrafon,Cwmbran,Torfaen,NP44 8HW,01633867130,393,,,,,,,,,,
6782204,Maendy Junior and Infants,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wayfield Crescent,Cwmbran,Torfaen,,NP44 1NH,01495742780,243,,,,,,,,,,
6782205,Llantarnam Community Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llantarnam Road,Llantarnam,Cwmbran,Torfaen,NP44 3XB,01633480039,369,,,,,,,,,,
6782211,Pontnewydd Primary & Nursery,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bryncelyn Road,Pontnewydd,Cwmbran,Torfaen,NP44 1JW,01633483307,369,,,,,,,,,,
6782249,Greenmeadow Primary,678,Torfaen,Primary,Community,EM,English medium,Infants & Juniors,---,Greenmeadow,,Cwmbran,Torfaen,NP44 5YY,01633484320,184,,,,,,,,,,
6782298,Cwmffrwdoer Primary,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Waunddu,Pontnewynydd,Pontypool,Torfaen,NP4 6QZ,01495742761,233,,,,,,,,,,
6782308,George Street Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wainfelin Road,Pontypool,Torfaen,,NP4 6BX,01495756436,422,,,,,,,,,,
6782312,Ysgol Gymraeg Cwmbran Primary,678,Torfaen,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Henllys Way,St Dials,Cwmbran,Torfaen,NP44 4HB,01633483383,293,,,,,,,,,,
6782315,Garnteg Primary,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hillcrest,Garndiffaith,Pontypool,Torfaen,NP4 7SJ,01495742934,388,,,,,,,,,,
6782318,YSGOL BRYN ONNEN,678,Torfaen,Primary,Community,WM,Welsh medium,Infants & Juniors,---,Varteg Road,Pontypool,Torfaen,,NP4 7RT,01495772284,179,,,,,,,,,,
6782319,Woodlands Community Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Thornhill Road,Upper Cwmbran,Cwmbran,Torfaen,NP44 5UA,01633647488,341,,,,,,,,,,
6782320,New Inn Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Off Golf Road,New Inn,Pontypool,Torfaen,NP4 0NG,01495742320,567,,,,,,,,,,
6782321,Griffithstown Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Florence Place,Griffithstown,Pontypool,Torfaen,NP4 5DN,01495759679,383,,,,,,,,,,
6782322,Penygarn Community Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Penygarn Road,Penygarn,Pontypool,,NP4 8JR,01495742090,403,,,,,,,,,,
6782323,Blenheim Road Community Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Blenheim Road,St Dials,Cwmbran,,NP44 4SZ,01633484655,281,,,,,,,,,,
6782324,Coed Eva Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Teynes,Coed Eva,Cwmbran,Torfaen,NP44 4TG,01633484131,482,,,,,,,,,,
6782325,Croesyceiliog Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,North Road,Croesyceiliog,Cwmbran,Torfaen,NP44 2LL,01633624114,389,,,,,,,,,,
6782326,Nant Celyn Primary School,678,Torfaen,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Henllys Way,Cwmbran,,,NP44 7DJ,01633624170,469,,,,,,,,,,
6782327,Ysgol Panteg,678,Torfaen,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Station Road,Griffithstown,,Pontypool,NP4 5HP,01495762581,415,,,,,,,,,,
6783028,Blaenavon Heritage VC Primary School,678,Torfaen,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Blaenavon Community Campus,Middle Coed Cae Road,Blaenavon,Torfaen,NP4 9AW,01495766500,472,,,,,,,,,,
6783321,Cwmbran R.C. Jnr. & Infts.,678,Torfaen,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Victoria Street,Cwmbran,Torfaen,,NP44 3JR,01633484673,221,,,,,,,,,,
6783324,St. Davids Cwmbran R.C. School,678,Torfaen,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Caldicot Way,Pontrhydyrun,Cwmbran,Torfaen,NP44 1UF,01633482580,236,,,,,,,,,,
6783330,Henllys Church in Wales,678,Torfaen,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Church in Wales,Ty Canol Way,Cwmbran,Torfaen,,NP44 6JA,01633877796,179,,,,,,,,,,
6783331,Padre Pio RC Primary School,678,Torfaen,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Conway Road,Pontypool,Torfaen,,NP4 6HL,01495742074,189,,,,,,,,,,
6783332,PONTHIR CHURCH IN WALES SCHOOL,678,Torfaen,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Church in Wales,Caerleon Road,Ponthir,Torfaen,,NP18 1GA,01633620999,98,,,,,,,,,,
6784051,Croesyceiliog School,678,Torfaen,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Woodland Road,Croesyceiliog,Cwmbran,Torfaen,NP44 2YB,01633645900,1179,,,,,,,,,,
6784070,Abersychan Comprehensive,678,Torfaen,Secondary,Community,EM,English medium,Secondary (ages 11-16),---, INCLINE ROAD,ABERSYCHAN,Pontypool,Torfaen,NP4 7DF,01495773068,759,,,,,,,,,,
6784072,West Monmouth School,678,Torfaen,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Blaendare Road,Pontypool,Torfaen,,NP4 5YG,01495762080,1174,,,,,,,,,,
6784076,Cwmbran High School,678,Torfaen,Secondary,Community,EM,English medium,Secondary (ages 11-16),---,Ty Gwyn Way,Fairwater,Cwmbran,,NP44 4YZ,01633643950,1119,,,,,,,,,,
6784603,St. Albans R.C. High School,678,Torfaen,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-16),Roman Catholic,The Park,Pontypool,Torfaen,,NP4 6XG,01495765800,795,,,,,,,,,,
6785500,Ysgol Gymraeg Gwynllyw,678,Torfaen,Middle,Community,WM,Welsh medium,Middle (ages 3-19),Not available,Heol Folly,Trefddyn,Pontypool,Torfaen,NP4 8JD,01495750405,781,,,,,,,,,,
6787012,Crownbridge Special School,678,Torfaen,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Turnpike Road,Croesyceiliog,Cwmbran,Torfaen,NP44 2BJ,01633624201,130,,,,,,,,,,
6792057,Gilwern Primary School,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Cae Meldon,Gilwern,Abergavenny,Monmouthshire,NP7 0AY,01873830325,214,,,,,,,,,,
6792134,Goytre Fawr Primary,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Penperlleni,Nr Pontypool,Monmouthshire,,NP4 0AH,01873880369,181,,,,,,,,,,
6792163,Undy Primary School,679,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Pennyfarthing Lane,Undy,Newport,Monmouthshire,NP26 3LZ,01633880021,399,,,,,,,,,,
6792164,ROGIET COUNTY PRIMARY,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Station Road,Rogiet,Newport,Monmouthshire,NP26 3SD,01291420348,204,,,,,,,,,,
6792228,Pembroke Primary,679,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Fairfield Road,Bulwark,Chepstow,Monmouthshire,NP16 5JP,01291622310,250,,,,,,,,,,
6792243,LLANVIHANGEL CRUCORNEY COUNTY PRIMARY SCHOOL,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Pandy,Abergavenny,Monmouthshire,,NP7 8DL,01873890416,70,,,,,,,,,,
6792246,Thornwell Primary School,679,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Thornwell Road,Bulwark,Chepstow,Monmouthshire,NP16 5NT,01291623390,275,,,,,,,,,,
6792261,Durand Primary School,679,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Alianore Road,Caldicot,Monmouthshire,,NP26 5DF,01291422296,226,,,,,,,,,,
6792263,Llandogo Primary,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Llandogo,Homlfield Drive,Monmouth,Monmouthshire,NP25 4TJ,01594530388,58,,,,,,,,,,
6792299,Shirenewton Primary School,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Shirenewton,Chepstow,Monmouthshire,,NP16 6RN,01291641774,196,,,,,,,,,,
6792301,Trellech Junior & Infants,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Trellech,Monmouth,Monmouthshire,,NP25 4PA,01600860395,173,,,,,,,,,,
6792303,The Dell Primary,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Welsh Street,Chepstow,Monmouthshire,,NP16 5UQ,01291635641,399,,,,,,,,,,
6792304,Overmonnow Primary School,679,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Rockfield Road,Monmouth,Monmouthshire,,NP25 5BA,01600713458,371,,,,,,,,,,
6792305,Cross Ash County Primary School,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Cross Ash,Abergavenny,Monmouthshire,,NP7 8PL,01873821427,175,,,,,,,,,,
6792317,Ysgol Gymraeg Y Fenni,679,Monmouthshire,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,St David's Road,Abergavenny,,,NP7 6HF,01873852388,270,,,,,,,,,,
6792318,YSGOL GYMRAEG Y FFIN,679,Monmouthshire,Primary,Voluntary controlled,WM,Welsh medium,"Nursery, Infants & Juniors",---,Sandy Lane,Caldicot,,,NP26 4NQ,01291420331,140,,,,,,,,,,
6792319,Cantref Primary,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Harold Road,Abergavenny,Monmouthshire,,NP7 7DG,01873854697,236,,,,,,,,,,
6792321,KYMIN VIEW PRIMARY SCHOOL,679,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Wyesham Road,Monmouth,,,NP25 3JR,01600714146,150,,,,,,,,,,
6792322,Castle Park Primary School,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Church Road,Caldicot,Monmouthshire,,NP26 4HN,01291420465,187,,,,,,,,,,
6792323,Llanfoist Fawr Primary,679,Monmouthshire,Primary,Community,EM,English medium,Infants & Juniors,---,Llanfoist,Abergavenny,Monmouthshire,,NP7 9FD,01873853093,210,,,,,,,,,,
6792324,Dewstow,679,Monmouthshire,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Green Lane,Caldicot,Newport,Monmouthshire,NP26 4EE,01291636360,227,,,,,,,,,,
6792325,Ysgol Gymraeg Trefynwy,679,Monmouthshire,Primary,Not Applicable,0 ,Not available,"Nursery, Infants & Juniors",Not available,Rockfield Road,,,Monmouth,NP25 5BA,,,,,,,,,,,,
6793004,Llantilio Pertholey CV Primary,679,Monmouthshire,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales,Hillgrove Avenue,Mardy  Abergavenny,Monmouthshire,,NP7 6LZ,01873853746,200,,,,,,,,,,
6793022,Usk Primary School,679,Monmouthshire,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales,Monmouth Road,Usk,Monmouthshire,,NP15 1SE,01291673818,253,,,,,,,,,,
6793031,Raglan Primary,679,Monmouthshire,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales, STATION ROAD,RAGLAN,Monmouthshire,,NP15 2EN,01291690704,170,,,,,,,,,,
6793032,Osbaston Church in Wales School,679,Monmouthshire,Primary,Voluntary controlled,EM,English medium,Infants & Juniors,Church in Wales,Osbaston Road,Osbaston,Monmouth,Monmouthshire,NP25 3AX,01600775070,210,,,,,,,,,,
6793310,Magor V A Primary School,679,Monmouthshire,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Sycamore Terrace,Magor,Newport,Monmouthshire,NP26 3EG,01633880327,301,,,,,,,,,,
6793317,Our Lady & St Michael's RC,679,Monmouthshire,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,14  Pen Y Pound Road,Abergavenny,Monmouthshire,,NP7 5UD,01873735080,201,,,,,,,,,,
6793326,ST MARY'S R.C.P.SCHOOL,679,Monmouthshire,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Bulwark Road,Chepstow,Monmouthshire,,NP16 5JE,01291623006,127,,,,,,,,,,
6793327,ARCHBISHOP ROWAN WILLIAMS VA,679,Monmouthshire,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Church in Wales,Crick Road,Portskewett,Monmouthshire,,NP26 5UL,01291420526,200,,,,,,,,,,
6794060,Monmouth Comprehensive School,679,Monmouthshire,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Old Dixton Road,Monmouth,Monmouthshire,,NP25 3YT,01600775177,1695,,,,,,,,,,
6794065,Chepstow Comprehensive School,679,Monmouthshire,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-19),---,Welsh Street,Chepstow,Monmouthshire,,NP16 5LR,01291635777,799,,,,,,,,,,
6794066,Caldicot School,679,Monmouthshire,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Mill Lane,Caldicot,Monmouthshire,,NP26 5XA,01291426436,1326,,,,,,,,,,
6795500,King Henry VIII 319,679,Monmouthshire,Middle,Community,EM,English medium,Middle (ages 3-19),Not available,Old Hereford Road,Abergavenny,Monmouthshire,,NP7 6EP,01873735373,1315,,,,,,,,,,
6801019,Newport Nursery School,680,Newport,Nursery,Not Applicable,0 ,Not available,Nursery,Not available,Newport Nursery School,Church Road,Newport,,NP19 7EJ,01633259415,80,,,,,,,,,,
6802003,Clytha Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bryngwyn Road,Newport,,,NP20 4JT,01633265266,238,,,,,,,,,,
6802004,Crindau Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ailesbury Street,Newport,,,NP20 5ND,01633858268,363,,,,,,,,,,
6802009,Eveswell Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Chepstow Road,Newport,,,NP19 8GX,01633272142,478,,,,,,,,,,
6802017,Maesglas Primary & Nursery,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Maesglas Road,Newport,,,NP20 3DG,01633816047,302,,,,,,,,,,
6802019,Maindee Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Rodney Road,Newport,,,NP19 0AP,01633263309,550,,,,,,,,,,
6802022,Malpas Court Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Whittle Drive,Newport,,,NP20 6NS,01633855005,229,,,,,,,,,,
6802027,St. Woolos Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Stow Hill,Newport,,,NP20 4DW,01633265792,352,,,,,,,,,,
6802030,Somerton Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hawthorn Fosse,Newport,,,NP19 9AB,01633272504,183,,,,,,,,,,
6802039,Glasllwch Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Melbourne Way,Newport,,,NP20 3RH,01633266398,240,,,,,,,,,,
6802043,Malpas Park Jnr & Infts.,680,Newport,Primary,Community,EM,English medium,Infants & Juniors,---,Wavell Drive,Malpas,Newport,,NP20 6LE,01633675900,235,,,,,,,,,,
6802209,Langstone Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Old Roman Road,Langstone,Newport,,NP18 2JU,01633412200,341,,,,,,,,,,
6802224,Llanmartin Junior & Infants,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Waltwood Road,Llanmartin,Newport,,NP18 2HB,01633412660,148,,,,,,,,,,
6802236,Marshfield Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Marshfield Road,Castleton,Newport,,CF3 2UW,01633680303,459,,,,,,,,,,
6802258,Mount Pleasant Primary,680,Newport,Primary,Community,EM,English medium,Infants & Juniors,---,Ruskin Avenue,Rogerstone,Newport,,NP10 0AB,01633894820,270,,,,,,,,,,
6802276,Rogerstone Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Ebenezer Drive,Highcross Estate,Rogerstone,Newport,NP10 9YX,01633831610,489,,,,,,,,,,
6802295,HIGH CROSS PRIMARY SCHOOL,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,High Cross Drive,High Cross,Rogerstone,Newport,NP10 9AB,01633895472,264,,,,,,,,,,
6802300,Pentrepoeth Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bryn Hedydd,Cwm Cwddy Drive,Bassaleg,Newport,NP10 8JN,01633896101,457,,,,,,,,,,
6802302,Pillgwenlly Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Capel Crescent,Newport,,,NP20 2FT,01633265268,658,,,,,,,,,,
6802314,Ysgol Gymraeg Casnewydd,680,Newport,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Hartridge Farm Road,Casnewydd,,,NP18 2LN,01633290270,380,,,,,,,,,,
6802315,Alway Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Aberthaw Road,Newport,,,NP19 9QP,01633277905,393,,,,,,,,,,
6802316,RINGLAND PRIMARY,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Dunstable Road,Newport,,,NP19 9LU,01633272308,209,,,,,,,,,,
6802317,Millbrook Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---, PARRET ROAD,BETTWS,,,NP20 7DQ,01633855100,292,,,,,,,,,,
6802318,Monnow Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Darent Close,Newport,,,NP20 7SQ,01633852636,385,,,,,,,,,,
6802319,Glan Usk Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bank Street,Newport,,,NP19 7HF,01633259445,667,,,,,,,,,,
6802320,Ysgol Gymraeg Ifor Hael,680,Newport,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Clos Meon,Bettws,Newport,,NP20 7DU,01633414694,196,,,,,,,,,,
6802321,Lliswerry Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Nash Road,Newport,,,NP19 4NG,01633277015,622,,,,,,,,,,
6802322,St. Julians Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Beaufort Road,Newport,,,NP19 7UB,01633259563,665,,,,,,,,,,
6802323,Ysgol Gymraeg Bro Teyrnon,680,Newport,Primary,Community,WM,Welsh medium,"Nursery, Infants & Juniors",---,Brynglas Drive,Casnewydd,,,NP20 5QS,01633850804,205,,,,,,,,,,
6802324,Caerleon Lodge Hill Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Lodge Hill,Caerleon,Newport,,NP18 3BY,01633414904,332,,,,,,,,,,
6802325,St Andrews Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Milner Street,Newport,,,NP19 0GR,01633257261,744,,,,,,,,,,
6802326,Gaer Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Gaer Road,Newport,,,NP20 3GY,01633263407,488,,,,,,,,,,
6802327,Tredegar Park Primary,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Partridge Way,Duffryn,,Newport,NP10 8WP,01633817161,445,,,,,,,,,,
6802328,Jubilee Park Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,temp postcode,,Rogerstone,Newport,NP10 9NL,01633414630,370,,,,,,,,,,
6802329,Milton Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Hendre Farm Drive,,,Newport,NP19 9HB,01633273505,487,,,,,,,,,,
6802330,Glan Llyn Primary School,680,Newport,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bessemer Drive,,Newport,,NP19 4EB,01633414616,412,,,,,,,,,,
6802331,Ysgol Gymraeg Nant Gwenlli,680,Newport,Primary,Community,WM,Welsh medium,Nursery & Infants,Not available,ROMAN WAY,CAERLEON,,NEWPORT,NP18 3DY,01633414698,32,,,,,,,,,,
6803002,Malpas Church in Wales Primary School,680,Newport,Primary,Voluntary controlled,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,Yewberry Close,Malpas,,Newport,NP20 6WJ,01633439255,296,,,,,,,,,,
6803300,St. Davids Primary,680,Newport,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Park Crescent,Newport,,,NP20 3AQ,01633816027,212,,,,,,,,,,
6803301,St Josephs R.C. Jnr. & Infts,680,Newport,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Fairoak Avenue,Newport,,,NP19 8FW,01633258801,206,,,,,,,,,,
6803302,St Marys Primary School,680,Newport,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Queens Hill,Newport,,,NP20 5HJ,01633840490,412,,,,,,,,,,
6803304,St Michael's RC Primary School,680,Newport,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Baldwin Close,Newport,,,NP20 2LW,01633262078,250,,,,,,,,,,
6803305,St Patricks R.C. Primary,680,Newport,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Roman Catholic,Fairfax Road,Newport,,,NP19 0HR,01633272488,248,,,,,,,,,,
6803306,St. Gabriel's R.C.,680,Newport,Primary,Voluntary aided,EM,English medium,Infants & Juniors,Roman Catholic,Ringland Circle,Newport,,,NP19 9PQ,01633273937,197,,,,,,,,,,
6803313,Charles Williams Church In Wales Primary School,680,Newport,Primary,Voluntary aided,EM,English medium,"Nursery, Infants & Juniors",Church in Wales,High Street,Caerleon,,,NP18 1AZ,01633423497,517,,,,,,,,,,
6804003,St Julian's School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Heather Road,St Julian's,Newport,,NP19 7XU,01633224490,1417,,,,,,,,,,
6804020,The John Frost School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,"Lighthouse Road,",Duffryn,Newport,,NP10 8YD,01633654100,1414,,,,,,,,,,
6804021,Llanwern High School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Hartridge Farm Road,Newport,,,NP18 2YE,01633411116,1054,,,,,,,,,,
6804025,Newport High School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Bettws Lane,Newport,,,NP20 7YB,01633820100,1105,,,,,,,,,,
6804026,Lliswerry High School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Nash Road,Newport,,,NP19 4RP,01633277867,1103,,,,,,,,,,
6804030,Bassaleg School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Forge Lane,Bassaleg,Newport,,NP10 8NF,01633892191,1821,,,,,,,,,,
6804059,Caerleon Comprehensive School,680,Newport,Secondary,Community,EM,English medium,Secondary (ages 11-19),---,Cold Bath Road,Caerleon,Newport,,NP18 1NF,01633420106,1468,,,,,,,,,,
6804060,Ysgol Gyfun Gwent Is Coed,680,Newport,Secondary,Community,WM,Welsh medium,Secondary (ages 11-19),---,Duffryn Way,Duffryn,Newport,,NP10 8BX,01633851614,537,,,,,,,,,,
6804602,St Joseph's RC High School,680,Newport,Secondary,Voluntary aided,EM,English medium,Secondary (ages 11-19),Roman Catholic,Pencarn Way,Tredegar Park,Newport,,NP10 8XH,01633653110,1459,,,,,,,,,,
6807002,MAES EBBW SCHOOL,680,Newport,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Maesglas Road,Maesglas,Newport,,NP20 3DG,01633815480,159,,,,,,,,,,
6807004,Ysgol Bryn Derw,680,Newport,Special,Not Applicable,0 ,Not available,Special (with post-16 provision),---,Melfort Road,,,Newport,NP20 3FQ,01633414988,112,,,,,,,,,,
6811003,GRANGETOWN NURSERY SCHOOL,681,Cardiff,Nursery,Not Applicable,0 ,Not available,Nursery,---,Avondale Road,Grangetown,Cardiff,,CF11 7DT,02920345026,93,,,,,,,,,,
6811017,TREMORFA NURSERY,681,Cardiff,Nursery,Not Applicable,0 ,Not available,Nursery,---,"Willows High School, Willows Avenue",Splott,Cardiff,,CF24 2YE,02920462581,46,,,,,,,,,,
6811018,Ely and Caerau Children's Centre,681,Cardiff,Nursery,Not Applicable,0 ,Not available,Nursery,---,Michaelston Road,Ely,Cardiff,,CF5 4SX,02920671421,75,,,,,,,,,,
6812001,MILLBANK PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Clarke Street,Caerau,Cardiff,,CF5 5AL,02920562595,249,,,,,,,,,,
6812003,ADAMSDOWN PRIMARY,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,System Street,Adamsdown,Cardiff,,CF24 0JF,02920493600,404,,,,,,,,,,
6812005,ALBANY PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Albany Road,Roath,Cardiff,,CF24 3RR,02920499520,434,,,,,,,,,,
6812007,ALLENSBANK PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Llanishen Street,Gabalfa,Cardiff,,CF14 3QE,02920619022,199,,,,,,,,,,
6812009,BADEN POWELL PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Muirton Road,Splott,Cardiff,,CF24 2SJ,02920461894,310,,,,,,,,,,
6812011,BIRCHGROVE PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,Infants & Juniors,---,Birchgrove Road,Heath,Cardiff,,CF14 1RR,02920628204,400,,,,,,,,,,
6812015,TRELAI PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,"Nursery, Infants & Juniors",---,Bishopston Road,Caerau,Cardiff,,CF5 5DY,02920402814,341,,,,,,,,,,
6812017,FAIRWATER PRIMARY SCHOOL,681,Cardiff,Primary,Community,EM,English medium,Infants & Juniors,---,Wellwright Road,Fairwater,Cardiff,,CF5 3ED,02920563160,156,,,,,,,,,,
